id,brand,car_model,type,desc,problem,datetime,status
569463,东风本田,本田CR-V,2019款 240TURBO CVT 两驱 风尚版 国VI,东风本田CR-V发动机机油增多请厂家解决,"A339,",2021-02-01,处理反馈
569461,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯发白影响夜晚驾驶,"H82,",2021-02-01,处理反馈
569460,东风日产,天籁,2020款 改款 2.0L XL 舒适版,东风日产天籁汽油箱异响一直推诿未处理,"H147,I295,I281,",2021-02-01,处理反馈
569459,捷豹,捷豹F-PACE,2020款 2.0T 赛旗版,捷豹F-PACE前杠掉漆 水箱框架开裂,"H81,H168,M284,",2021-02-01,用户评分
569457,长安汽车,长安CS35,2017款 1.6L 自动 豪华型,长安CS35车辆行驶时突然出现自燃,"H40,",2021-02-01,处理反馈
569456,广汽乘用车,传祺GS4,2018款 235T 自动 两驱 精英百万纪念版,广汽传祺GS4主驾驶侧车门出现生锈的现象,"H79,",2021-02-01,处理反馈
569455,吉利汽车,远景X6,2016款 1.8L 手动 豪华型,吉利远景X6座椅生锈 转向十字轴生锈,"H79,",2021-02-01,用户评分
569454,东风雪铁龙,C4世嘉,2016款 1.6L 手动 豪华型,东风雪铁龙C4世嘉转向柱轴承损坏方向盘晃动,"D337,",2021-02-01,处理反馈
569453,奇瑞汽车,捷途X90,2020款 1.5T DCT 影智版 5座,捷途X90右后门变形导致玻璃升降受阻,"H209,",2021-02-01,处理反馈
569449,广汽丰田,雷凌,2017款 1.8H GS CVT 精英天窗版 国VI 改款 双擎,广汽丰田雷凌变速箱异响经销商不予索赔,"B33,I297,",2021-02-01,处理反馈
569447,沃尔沃亚太,沃尔沃S90,2021款 B5 智远豪华版,亚太沃尔沃S90蓄电池充电系统故障,"H340,",2021-02-01,用户评分
569445,上汽大众,途观L,2021款 330TSI 自动 两驱 R-Line越享版,上汽大众途观L自动启停失灵发动机油耗高,"A85,B33,D80,H263,",2021-02-01,处理反馈
569444,江淮汽车,瑞风M3,2018款 1.6L 速运版 7座,江淮瑞风M3发动机活塞断裂顶缸希望处理,"A136,",2021-02-01,用户评分
569439,上汽集团,名爵6,2019款 20T 自动 Trophy 竞技版+运动尾排竞速套装,上汽名爵6换挡拨片无法正常使用 无法换挡,"B20,",2021-02-01,处理反馈
569438,上汽通用雪佛兰,创酷,2016款 1.4T 自动 两驱 豪华型,雪佛兰创酷转向机故障4S店不予索赔,"D265,I297,",2021-02-01,用户评分
569437,一汽奔腾,奔腾B30,2016款 1.6L 自动 十周年纪念版,一汽奔腾B30车速在60迈左右时方向卡滞,"D123,",2021-02-01,处理反馈
569435,上汽通用雪佛兰,探界者,2018款 550T 四驱 拓界版 RS,雪佛兰探界者挂入倒挡后变速箱出现异响,"B33,",2021-02-01,处理反馈
569434,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 智尚版 国V,一汽丰田RAV4荣放前雾灯不亮希望给予解决,"H82,",2021-02-01,信息审核
569433,BEIJING汽车,BEIJING-EU5,2020款 R500 智风版,BEIJING-EU5动力电池故障希望尽快处理,"H343,",2021-02-01,用户评分
